image_path,text_description,label
waste_dataset\glass\000310.jpg,glass container discarded as garbage,glass
waste_dataset\plastic\000102.jpg,empty plastic bottle waste object,plastic
waste_dataset\trash\000105.jpg,general household waste item found,trash
waste_dataset\trash\000380.jpg,household garbage thrown away,trash
waste_dataset\plastic\000074.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\cardboard\000363.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\glass\000321.jpg,recycled glass waste object found,glass
waste_dataset\plastic\000114.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\paper\000375.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\metal\000188.jpg,used tin can discarded as waste,metal
waste_dataset\metal\000192.jpg,steel or aluminum waste object,metal
waste_dataset\plastic\000375.jpg,discarded plastic material waste item,plastic
waste_dataset\paper\000064.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\plastic\000371.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\trash\000173.jpg,mixed garbage non recyclable material,trash
waste_dataset\glass\000237.jpg,recycled glass waste object found,glass
waste_dataset\cardboard\000365.jpg,recycled cardboard box material waste,cardboard
waste_dataset\trash\000115.jpg,household garbage thrown away,trash
waste_dataset\metal\000401.jpg,a crushed metal can in trash,metal
waste_dataset\cardboard\000078.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\cardboard\000028.jpg,recycled cardboard box material waste,cardboard
waste_dataset\glass\000045.jpg,a glass bottle found in waste bin,glass
waste_dataset\glass\000097.jpg,recycled glass waste object found,glass
waste_dataset\glass\000297.jpg,recycled glass waste object found,glass
waste_dataset\cardboard\000056.jpg,empty cardboard box thrown away,cardboard
waste_dataset\glass\000210.jpg,empty glass bottle discarded waste,glass
waste_dataset\cardboard\000303.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\glass\000290.jpg,empty glass bottle discarded waste,glass
waste_dataset\trash\000099.jpg,random waste item in trash bin,trash
waste_dataset\glass\000196.jpg,shattered glass piece in garbage bin,glass
waste_dataset\cardboard\000008.jpg,empty cardboard box thrown away,cardboard
waste_dataset\paper\000009.jpg,recycled paper material waste object,paper
waste_dataset\glass\000375.jpg,broken glass item for recycling,glass
waste_dataset\metal\000211.jpg,empty metal can thrown away,metal
waste_dataset\cardboard\000337.jpg,used cardboard carton for recycling,cardboard
waste_dataset\paper\000325.jpg,paper waste item found in garbage,paper
waste_dataset\cardboard\000048.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\trash\000069.jpg,household garbage thrown away,trash
waste_dataset\cardboard\000107.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\cardboard\000350.jpg,empty cardboard box thrown away,cardboard
waste_dataset\metal\000241.jpg,used tin can discarded as waste,metal
waste_dataset\cardboard\000239.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\cardboard\000214.jpg,empty cardboard box thrown away,cardboard
waste_dataset\metal\000306.jpg,metal container for recycling bin,metal
waste_dataset\plastic\000292.jpg,discarded plastic material waste item,plastic
waste_dataset\trash\000224.jpg,general trash item discarded,trash
waste_dataset\glass\000365.jpg,glass jar or bottle thrown away,glass
waste_dataset\metal\000258.jpg,metal container for recycling bin,metal
waste_dataset\plastic\000149.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\plastic\000071.jpg,plastic waste item for recycling,plastic
waste_dataset\trash\000342.jpg,household garbage thrown away,trash
waste_dataset\cardboard\000346.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\glass\000095.jpg,recycled glass waste object found,glass
waste_dataset\cardboard\000233.jpg,empty cardboard box thrown away,cardboard
waste_dataset\glass\000216.jpg,a glass bottle found in waste bin,glass
waste_dataset\plastic\000251.jpg,discarded plastic material waste item,plastic
waste_dataset\trash\000087.jpg,random waste item in trash bin,trash
waste_dataset\paper\000157.jpg,torn paper piece in waste bin,paper
waste_dataset\glass\000105.jpg,a glass bottle found in waste bin,glass
waste_dataset\trash\000088.jpg,household garbage thrown away,trash
waste_dataset\glass\000175.jpg,broken glass item for recycling,glass
waste_dataset\paper\000218.jpg,recycled paper material waste object,paper
waste_dataset\trash\000323.jpg,general waste material discarded,trash
waste_dataset\paper\000155.jpg,white paper material discarded waste,paper
waste_dataset\metal\000236.jpg,a crushed metal can in trash,metal
waste_dataset\plastic\000339.jpg,plastic waste item for recycling,plastic
waste_dataset\cardboard\000061.jpg,cardboard material discarded in bin,cardboard
waste_dataset\plastic\000274.jpg,empty plastic bottle waste object,plastic
waste_dataset\cardboard\000093.jpg,empty cardboard box thrown away,cardboard
waste_dataset\glass\000238.jpg,glass container discarded as garbage,glass
waste_dataset\plastic\000052.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\trash\000163.jpg,mixed waste garbage object found,trash
waste_dataset\cardboard\000281.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\plastic\000018.jpg,plastic waste recycling object found,plastic
waste_dataset\trash\000122.jpg,general trash item discarded,trash
waste_dataset\cardboard\000360.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\trash\000028.jpg,random waste item in trash bin,trash
waste_dataset\paper\000272.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\paper\000126.jpg,a crumpled piece of paper waste,paper
waste_dataset\plastic\000135.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\metal\000009.jpg,aluminum or steel waste item found,metal
waste_dataset\metal\000368.jpg,aluminum or steel waste item found,metal
waste_dataset\trash\000117.jpg,mixed waste garbage object found,trash
waste_dataset\glass\000332.jpg,empty glass bottle discarded waste,glass
waste_dataset\cardboard\000111.jpg,cardboard material discarded in bin,cardboard
waste_dataset\cardboard\000043.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\cardboard\000126.jpg,used cardboard carton for recycling,cardboard
waste_dataset\cardboard\000205.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\paper\000202.jpg,torn paper piece in waste bin,paper
waste_dataset\cardboard\000053.jpg,recycled cardboard box material waste,cardboard
waste_dataset\glass\000117.jpg,empty glass bottle discarded waste,glass
waste_dataset\cardboard\000069.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\plastic\000090.jpg,plastic waste item for recycling,plastic
waste_dataset\trash\000220.jpg,random waste item in trash bin,trash
waste_dataset\trash\000114.jpg,mixed garbage non recyclable material,trash
waste_dataset\plastic\000242.jpg,plastic waste recycling object found,plastic
waste_dataset\paper\000153.jpg,torn paper piece in waste bin,paper
waste_dataset\cardboard\000184.jpg,used cardboard carton for recycling,cardboard
waste_dataset\cardboard\000138.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\metal\000061.jpg,a crushed metal can in trash,metal
waste_dataset\glass\000368.jpg,glass container discarded as garbage,glass
waste_dataset\cardboard\000133.jpg,recycled cardboard box material waste,cardboard
waste_dataset\cardboard\000081.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\paper\000315.jpg,recycled paper material waste object,paper
waste_dataset\trash\000074.jpg,general household waste item found,trash
waste_dataset\glass\000330.jpg,clear glass waste material in trash,glass
waste_dataset\glass\000113.jpg,recycled glass waste object found,glass
waste_dataset\metal\000181.jpg,steel or aluminum waste object,metal
waste_dataset\trash\000153.jpg,general waste material discarded,trash
waste_dataset\metal\000145.jpg,steel or aluminum waste object,metal
waste_dataset\trash\000148.jpg,mixed waste garbage object found,trash
waste_dataset\cardboard\000166.jpg,cardboard material discarded in bin,cardboard
waste_dataset\cardboard\000249.jpg,empty cardboard box thrown away,cardboard
waste_dataset\paper\000060.jpg,old paper document thrown away,paper
waste_dataset\glass\000018.jpg,glass jar or bottle thrown away,glass
waste_dataset\plastic\000108.jpg,discarded plastic material waste item,plastic
waste_dataset\metal\000020.jpg,a crushed metal can in trash,metal
waste_dataset\paper\000087.jpg,old paper document thrown away,paper
waste_dataset\plastic\000195.jpg,plastic waste recycling object found,plastic
waste_dataset\cardboard\000098.jpg,recycled cardboard box material waste,cardboard
waste_dataset\plastic\000320.jpg,discarded plastic material waste item,plastic
waste_dataset\glass\000377.jpg,clear glass waste material in trash,glass
waste_dataset\glass\000309.jpg,broken glass item for recycling,glass
waste_dataset\plastic\000265.jpg,used plastic container discarded waste,plastic
waste_dataset\plastic\000219.jpg,plastic bag found in garbage waste,plastic
waste_dataset\plastic\000334.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\cardboard\000103.jpg,used cardboard carton for recycling,cardboard
waste_dataset\glass\000006.jpg,broken glass item for recycling,glass
waste_dataset\cardboard\000075.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\glass\000149.jpg,clear glass waste material in trash,glass
waste_dataset\plastic\000309.jpg,empty plastic bottle waste object,plastic
waste_dataset\plastic\000264.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\metal\000392.jpg,metal container for recycling bin,metal
waste_dataset\metal\000080.jpg,aluminum or steel waste item found,metal
waste_dataset\paper\000055.jpg,paper waste item found in garbage,paper
waste_dataset\trash\000233.jpg,household garbage thrown away,trash
waste_dataset\trash\000203.jpg,general trash item discarded,trash
waste_dataset\trash\000162.jpg,random waste item in trash bin,trash
waste_dataset\glass\000334.jpg,recycled glass waste object found,glass
waste_dataset\trash\000032.jpg,non recyclable waste object in bin,trash
waste_dataset\metal\000151.jpg,recycled metal can garbage item found,metal
waste_dataset\cardboard\000389.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\cardboard\000236.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\trash\000322.jpg,general waste material discarded,trash
waste_dataset\cardboard\000268.jpg,empty cardboard box thrown away,cardboard
waste_dataset\paper\000058.jpg,torn paper piece in waste bin,paper
waste_dataset\plastic\000160.jpg,empty plastic bottle waste object,plastic
waste_dataset\cardboard\000118.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\glass\000009.jpg,a glass bottle found in waste bin,glass
waste_dataset\glass\000245.jpg,glass jar or bottle thrown away,glass
waste_dataset\cardboard\000250.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\trash\000045.jpg,household garbage thrown away,trash
waste_dataset\paper\000303.jpg,torn paper piece in waste bin,paper
waste_dataset\trash\000415.jpg,random waste item in trash bin,trash
waste_dataset\cardboard\000095.jpg,empty cardboard box thrown away,cardboard
waste_dataset\plastic\000231.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\cardboard\000034.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\trash\000395.jpg,mixed waste garbage object found,trash
waste_dataset\trash\000051.jpg,random waste item in trash bin,trash
waste_dataset\trash\000201.jpg,household garbage thrown away,trash
waste_dataset\glass\000020.jpg,clear glass waste material in trash,glass
waste_dataset\paper\000198.jpg,paper waste item found in garbage,paper
waste_dataset\plastic\000094.jpg,plastic waste recycling object found,plastic
waste_dataset\glass\000288.jpg,glass jar or bottle thrown away,glass
waste_dataset\plastic\000275.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\trash\000092.jpg,general household waste item found,trash
waste_dataset\cardboard\000001.jpg,cardboard material discarded in bin,cardboard
waste_dataset\glass\000028.jpg,glass container discarded as garbage,glass
waste_dataset\metal\000263.jpg,used tin can discarded as waste,metal
waste_dataset\metal\000270.jpg,metal container for recycling bin,metal
waste_dataset\plastic\000216.jpg,used plastic container discarded waste,plastic
waste_dataset\cardboard\000083.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\paper\000210.jpg,torn paper piece in waste bin,paper
waste_dataset\plastic\000310.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\glass\000248.jpg,broken glass item for recycling,glass
waste_dataset\paper\000317.jpg,white paper material discarded waste,paper
waste_dataset\trash\000372.jpg,household garbage thrown away,trash
waste_dataset\metal\000208.jpg,aluminum or steel waste item found,metal
waste_dataset\paper\000189.jpg,white paper material discarded waste,paper
waste_dataset\glass\000342.jpg,recycled glass waste object found,glass
waste_dataset\paper\000397.jpg,a crumpled piece of paper waste,paper
